stat,value
sub100_eff_old_pct,4.000000000000001
sub100_eff_new_pct,17.45958288203559
sub100_share_pct,33.78403564953659
sub100_avg_delta,8.094444249683972
sub100_avg_margin,-3.1889343745852203
avg_cheap_fee_new,10.5
